restaurant_name,negative_percentage,positive_percentage,total_reviews
375_Chicken_n_Fries,0.0,1.0,7
Zoni_Cafe,0.0,1.0,1
519,0.0,1.0,4
16_Handles,0.0,1.0,1
Zoe_Restaurant_Lounge,0.0,1.0,1
1_Chimi_Sushi,0.0,1.0,1
Zheng_s_Lucky_Sunday_Garden,0.0,1.0,1
212_Restaurant_And_Bar,0.0,1.0,1
Wok_to_Walk,0.0,1.0,1
74th_Street_Cafe,0.0,1.0,1
Wimpy_s,0.0,1.0,1
Wimpies_Restaurant,0.0,1.0,1
William_Poll,0.0,1.0,4
Flaco_s_Pizza,0.0,1.0,2
Food_U_Desire,0.0,1.0,1
Foodtown,0.0,1.0,3
Forever_Taste,0.0,1.0,1
Frangos_Peri_Peri,0.0,1.0,1
Fresco_57,0.0,1.0,2
Fresco_s_Pizzeria,0.0,1.0,1
Fresh_Basil_s,0.0,1.0,1
Fresh_Co,0.0,1.0,1
Fresh_Tortilla,0.0,1.0,1
Fuji_Sushi,0.0,1.0,2
Fulton_Stall_Market,0.0,1.0,1
Fusion_Grill,0.0,1.0,1
Future_You_Cafe,0.0,1.0,1
Amsterdam_Restaurant,0.0,1.0,3
Ana_Ramen,0.0,1.0,1
Valducci_s_Pizza_Cafe,0.0,1.0,2
Variety_Coffee_Roasters,0.0,1.0,1
Vegetariano,0.0,1.0,1
Vinnie_s_Pizzeria,0.0,1.0,1
Visana,0.0,1.0,1
Wafels_Dinges,0.0,1.0,2
Aki_Sushi_3,0.0,1.0,2
Al_Horno_Lean_Mexican_Kitchen,0.0,1.0,2
Arepa_Factory,0.0,1.0,1
Tribeca_Taco_Truck,0.0,1.0,1
Trinity_s_Pub,0.0,1.0,1
Two_Forks,0.0,1.0,1
U_Like,0.0,1.0,2
Untamed_Sandwiches,0.0,1.0,2
Uptown_Poke,0.0,1.0,1
Urban_Lobster_Shack,0.0,1.0,1
Amir_s_Kitchen,0.0,1.0,1
Atomic_Wings,0.0,1.0,1
Auntie_Anne_s,0.0,1.0,1
Auriga_Cafe,0.0,1.0,1
Avalon_New_York,0.0,1.0,2
Avellino_s_Pizzeria_Catering,0.0,1.0,1
The_Sweet_Shop_NYC,0.0,1.0,2
The_Teriyaki_Boys,0.0,1.0,1
The_West_Coffeehouse_Bar,0.0,1.0,1
Thirstea,0.0,1.0,2
Tilted_Kilt,0.0,1.0,1
Tokyo_Mart,0.0,1.0,1
Topokee,0.0,1.0,1
Tramonti_Fifth_Ave,0.0,1.0,1
GRK,0.0,1.0,1
Fairway_Cafe_Steakhouse,0.0,1.0,2
Fields_Good_Chicken,0.0,1.0,2
Gael_Pub,0.0,1.0,1
Garden_Restaurant,0.0,1.0,4
Gleason_s_Tavern,0.0,1.0,1
Go_Sushi,0.0,1.0,2
Godiva_Cafe,0.0,1.0,2
Godiva_Chocolatier,0.0,1.0,4
Golden_Dragon_Restaurant,0.0,1.0,1
Golden_Manna_Bakery,0.0,1.0,1
Golden_Star_Restaurant,0.0,1.0,1
Gong_Cha_Chinatown,0.0,1.0,5
Ernesto_s,0.0,1.0,2
Backyard_Chicken,0.0,1.0,1
Bagel_Belly,0.0,1.0,6
The_Joint,0.0,1.0,1
The_Kati_Roll_Company,0.0,1.0,1
The_Otheroom,0.0,1.0,2
The_Perfect_Taste,0.0,1.0,1
The_Sefton,0.0,1.0,1
The_Shuka_Truck,0.0,1.0,3
The_Simone,0.0,1.0,10
Atoboy,0.0,1.0,77
Baguettes_and_Company,0.0,1.0,1
Baked_Ideas,0.0,1.0,1
Bar_Feroce,0.0,1.0,1
That_s_Amore_Pizzeria,0.0,1.0,1
The_Bao_Shoppe,0.0,1.0,1
The_Brown_Cup,0.0,1.0,1
The_Den_Hyatt_Herald_Square,0.0,1.0,2
The_Fisherman_s_Dog,0.0,1.0,1
The_Halal_Indian_Kitchen,0.0,1.0,1
Azuki_Sushi_and_Chinese,0.0,1.0,1
BH_Kitchen_Bar,0.0,1.0,28
Bayard_s_Ale_House_East,0.0,1.0,1
Tacos_Cuautla_Morelos,0.0,1.0,1
Tang_Zi_Zhong_Restaurant,0.0,1.0,1
Tapas_Bites,0.0,1.0,1
Taqueria_Diana,0.0,1.0,1
Taqueria_El_Barrio,0.0,1.0,1
Tavola_Calda_Deli,0.0,1.0,1
Taz_Cafe,0.0,1.0,1
Tbaar,0.0,1.0,1
Tea_Time,0.0,1.0,2
Tebaya,0.0,1.0,2
Ten_Zan_Restaurant,0.0,1.0,2
Tenth_Avenue_Diner,0.0,1.0,2
Exclusive_Pizza,0.0,1.0,1
Express_Thali,0.0,1.0,1
Grab_Go,0.0,1.0,2
Grain_House,0.0,1.0,1
Grandma_s_Pizza,0.0,1.0,1
Green_Fusion,0.0,1.0,1
Green_Generation_NYC,0.0,1.0,1
Grini_s_Grill,0.0,1.0,1
Ground_Central_Coffee_Company,0.0,1.0,1
Guang_Ming,0.0,1.0,1
Guy_Gallard,0.0,1.0,3
Halal_Kitchen,0.0,1.0,1
Hale_Hearty_Soups,0.0,1.0,2
Hall,0.0,1.0,1
Beijing_Chinese_Restaurant,0.0,1.0,1
Sultan_Turkish_Restaurant,0.0,1.0,1
Summer_Salt,0.0,1.0,1
Sushi_Co,0.0,1.0,2
Sushi_Tokyo_Chelsea,0.0,1.0,2
Sushiro_Seasonal_Kitchen,0.0,1.0,1
Sweet_Gloria,0.0,1.0,1
Sweetgreen,0.0,1.0,7
TSQ_taqueria,0.0,1.0,1
T_G_Whitney_s,0.0,1.0,1
Taco_Azul,0.0,1.0,1
Taco_House,0.0,1.0,1
Taco_Rey_Restaurant_2,0.0,1.0,1
Barcelona_Restaurant,0.0,1.0,1
Space_Market,0.0,1.0,2
Spice_Corner,0.0,1.0,2
Spicy_Moon,0.0,1.0,1
Spicy_Tibet,0.0,1.0,2
Spring_Mart,0.0,1.0,1
St_Tropez_West_Village,0.0,1.0,36
Stella_s_Coffee_Shop,0.0,1.0,1
Sticky_s_Finger_Joint,0.0,1.0,1
Studio_59,0.0,1.0,1
Suki,0.0,1.0,1
Beard_Papa_s,0.0,1.0,4
Beekman_Beer_Garden_Beach_Club,0.0,1.0,1
Blue_9_Burger_2nd_Ave,0.0,1.0,2
Smiler_s_Delicatessen,0.0,1.0,1
Snowpea_Cafe,0.0,1.0,1
Snowy_Village,0.0,1.0,2
Som_Bo,0.0,1.0,1
South_of_the_Clouds,0.0,1.0,1
Bergen_Bagels,0.0,1.0,1
Biga,0.0,1.0,18
Birch_Coffee,0.0,1.0,1
Bistro_34,0.0,1.0,1
Space_Mabi,0.0,1.0,1
Blue_Rose_Deli,0.0,1.0,1
Shimizu_Sushi_Shochu_Bar,0.0,1.0,2
Shrine_Bar,0.0,1.0,31
Shuteye_Coffee,0.0,1.0,1
Silver_Palace_Chinese_Restaurant,0.0,1.0,1
Simply_Natural_NYC,0.0,1.0,1
Six_Pans,0.0,1.0,1
Slice_Co_Pizza,0.0,1.0,1
Smashiess,0.0,1.0,1
Black_Iron_Burger,0.0,1.0,1
Black_Seed_Bagels,0.0,1.0,2
Bleecker_Delicatessen,0.0,1.0,1
Blimpie,0.0,1.0,3
Blockheads,0.0,1.0,1
Blossom_Garden_Music_Restaurant_Bar,0.0,1.0,1
Hamptons_Market_Place,0.0,1.0,1
Hana_Japanese_Restaurant,0.0,1.0,1
Hanshik_Korean_Cuisine,0.0,1.0,1
Happy_Taco,0.0,1.0,2
Harmony_Kitchen,0.0,1.0,1
Haven_Cafe,0.0,1.0,1
Health_King,0.0,1.0,1
Healthy_Greens_Gourmet_Deli,0.0,1.0,1
East_Village_Finest_Deli,0.0,1.0,1
El_Encanto_de_lola_2,0.0,1.0,1
El_Jobito_Restaurant,0.0,1.0,3
El_Patron,0.0,1.0,1
El_Rey_del_Bistec_Y_Caridad,0.0,1.0,1
El_Tepeyac_Grocery,0.0,1.0,1
Bluestone_Lane_Bowery_Cafe,0.0,1.0,1
Bluestone_Lane_Madison_Avenue_Coffee_Shop,0.0,1.0,1
Bluestone_Lane_Midtown_East_Coffee_Shop,0.0,1.0,1
Bobwhite,0.0,1.0,1
Bobwhite_Counter,0.0,1.0,1
Sant_Ambroeus_Coffee_Bar,0.0,1.0,1
Sathi,0.0,1.0,3
Sauce_Pizzeria,0.0,1.0,1
Saxelby_Cheesemongers,0.0,1.0,3
Shake_Shack,0.0,1.0,3
Blue_Dog_Kitchen,0.0,1.0,1
Blue_Gold_Tavern,0.0,1.0,2
Blue_Mountain_Heights_Cafe_Bar,0.0,1.0,3
Blue_Ribbon_Bakery_Market,0.0,1.0,1
Blue_Ribbon_Kanpai_Garden,0.0,1.0,1
Boulevard_Deli_Restaurant,0.0,1.0,1
Bowery_Eats,0.0,1.0,1
Rolls_royce_Coffe,0.0,1.0,1
Royce_Chocolates,0.0,1.0,2
Ruby_s_Cafe,0.0,1.0,2
Ruby_s_Vintage,0.0,1.0,1
Rudy_s_Pizza_Restaurant,0.0,1.0,1
Sage_Kitchen,0.0,1.0,1
Sai_Asian_Fusion,0.0,1.0,2
Ramen_Shack,0.0,1.0,1
Broadway_Finest_Deli,0.0,1.0,1
Brodo,0.0,1.0,1
Raw_Mkt,0.0,1.0,1
Ray_s_Super_Deli,0.0,1.0,1
Red_paper_clip_NYC,0.0,1.0,1
Revolution_Sandwich,0.0,1.0,1
Rivington_Pizza,0.0,1.0,1
Rivoli_Pizza,0.0,1.0,3
Rivoli_Pizza_II,0.0,1.0,2
Rocka_Rolla,0.0,1.0,4
Rocky_s_Pizza_Vinoteca,0.0,1.0,1
Bono_Trattoria,0.0,1.0,48
Bonsai_Kakigori,0.0,1.0,1
Pop,0.0,1.0,1
Pressed_Juicery,0.0,1.0,2
Bull_McCabe_s,0.0,1.0,6
Pret_a_Manger,0.0,1.0,3
Prince_Deli_Market,0.0,1.0,1
Pure_Green_Juice_Smoothies,0.0,1.0,1
Que_Rico_Pollo,0.0,1.0,1
Quechua_Nostra,0.0,1.0,1
Quiznos,0.0,1.0,3
RISE_New_York,0.0,1.0,1
ROAST_Homestyle_Chicken,0.0,1.0,2
Rae_s_Delicatessen,0.0,1.0,4
Hex_Company,0.0,1.0,1
Hoa_Kitchen,0.0,1.0,1
Hokey_Poke,0.0,1.0,1
Honeybrains,0.0,1.0,1
Hong_Kong_Restaurant,0.0,1.0,1
Hot_and_Tasty_Bagels_and_Deli,0.0,1.0,1
Hudson_Deli_Grocery,0.0,1.0,1
Hungry_Ghost_Coffee,0.0,1.0,2
IL_Fornaio_Pizzeria,0.0,1.0,1
IPizza_NY,0.0,1.0,1
IScream_by_Ice_Vice,0.0,1.0,3
Idea_Coffee,0.0,1.0,5
Ikinari_Steak,0.0,1.0,1
Dough,0.0,1.0,1
Peperino_NYC_Pizza,0.0,1.0,2
C_Tea,0.0,1.0,1
Cafe_86,0.0,1.0,1
Pita_Express_First_Ave,0.0,1.0,2
Pizza_King,0.0,1.0,1
Pizza_Plus,0.0,1.0,2
Planet_Gyro,0.0,1.0,2
Planted,0.0,1.0,1
Playa_Bowls,0.0,1.0,1
PokeVillage,0.0,1.0,1
Poke_Fun,0.0,1.0,1
Poketown,0.0,1.0,2
Cafe_Metro,0.0,1.0,1
Cafe_Trend,0.0,1.0,1
Panda_House,0.0,1.0,1
Parada_47_Mexican_Restaurant,0.0,1.0,1
Paris_Baguette,0.0,1.0,1
Paris_Baguette_bakery,0.0,1.0,2
Parisi_Bakery,0.0,1.0,1
Partybus_Bakeshop,0.0,1.0,1
Pasta_By_Hudson,0.0,1.0,1
Patisserie_Fouet,0.0,1.0,11
Patsys_Pizzeria,0.0,1.0,2
Patty_s_Patties,0.0,1.0,1
Paul_s_Pizza,0.0,1.0,1
Caffe_Bene,0.0,1.0,2
Campus_Deli,0.0,1.0,1
Cappone_s_Salumeria,0.0,1.0,1
Nom,0.0,1.0,1
Nostro_Ristorante_Italiano,0.0,1.0,2
Nublu,0.0,1.0,1
Nuevo_Sabor_Restaurant,0.0,1.0,1
Num_Pang_Kitchen,0.0,1.0,2
One_Minute_Cafe,0.0,1.0,3
Ootaya,0.0,1.0,1
Opai,0.0,1.0,1
Osamil,0.0,1.0,49
Ost_Cafe,0.0,1.0,2
Cafe_D_avignon,0.0,1.0,3
Namu_Deli,0.0,1.0,1
Nanzan_Poke,0.0,1.0,1
Natural_Food_Deli,0.0,1.0,1
Naughty_Crab,0.0,1.0,1
Nellie_s,0.0,1.0,1
New_Aaron_s_Chinese_and_Thai,0.0,1.0,1
New_Dragon,0.0,1.0,1
New_Kam_Lai,0.0,1.0,3
New_Sunny_East_Restaurant,0.0,1.0,2
New_Yorkers_Pizza,0.0,1.0,1
Nice_One_Bakery,0.0,1.0,1
Nikki_Sushi,0.0,1.0,1
Ninja_Grill_Hibachi_Express,0.0,1.0,1
Cafe_o,0.0,1.0,1
Champion_Coffee,0.0,1.0,2
Charleys_Philly_Steaks,0.0,1.0,2
Charlie_s_Pizza,0.0,1.0,1
Chelsea_Gourmet_Deli,0.0,1.0,4
Mulberry_Iconic_Magazines,0.0,1.0,1
Muse_Bar,0.0,1.0,3
N,0.0,1.0,1
NYC_Health_Bar,0.0,1.0,1
NY_Bagels_Cafe,0.0,1.0,1
Nadal_2_Deli,0.0,1.0,1
Nagoya_Japanese_Restaurant,0.0,1.0,1
Caridad_Restaurant,0.0,1.0,1
Carnegie_Diner_And_Cafe,0.0,1.0,1
EMojo_Burger,0.0,1.0,1
Eamonn_Doran_at_Madison_Sq,0.0,1.0,1
Il_Mattone,0.0,1.0,6
Il_Miluno,0.0,1.0,3
Indo_Pak_Halal_Restaurant,0.0,1.0,1
Intermezzo,0.0,1.0,1
Ivoire_Restaurant,0.0,1.0,1
Jackdaw,0.0,1.0,2
Do_Re_Mi_Pizza,0.0,1.0,1
Dominicks_Deli,0.0,1.0,2
Chiavenna_s_Ristorante,0.0,1.0,2
Chipilo_Sandwich_Shop,0.0,1.0,2
Chipotle,0.0,1.0,1
Chirping_Chicken,0.0,1.0,1
Chochin,0.0,1.0,3
Mocha_Burger,0.0,1.0,3
Mofongo_Del_Valle,0.0,1.0,2
Mokyo,0.0,1.0,1
Molcajete_Taqueria,0.0,1.0,2
Cc_s_Cafe,0.0,1.0,1
City_Spice_Cafe,0.0,1.0,1
City_Vineyar_at_Pier_26,0.0,1.0,6
Classic_Car_Club_Kitchen,0.0,1.0,1
Mango_Crepes_and_More,0.0,1.0,1
Manhattan_Country_Club,0.0,1.0,1
Mare_Chiaro,0.0,1.0,1
Matchaful,0.0,1.0,4
Matto_Espresso,0.0,1.0,3
McDonalds,0.0,1.0,1
Melt_Ice_Cream_Sandwiches,0.0,1.0,2
Midtown_Sandwiches,0.0,1.0,1
Mike_Tony_s_Pizza,0.0,1.0,2
Mike_s_Coffee_and_Deli,0.0,1.0,1
Chennai_Garden,0.0,1.0,1
CoCo_Fresh_Tea_Juice,0.0,1.0,2
Cocina_Taller,0.0,1.0,2
Coco_Malaysia_Thai_cuisine,0.0,1.0,1
Columbus_Grill,0.0,1.0,3
Lunchbox_Cafe,0.0,1.0,1
M_W_Bakery,0.0,1.0,1
Maharaja_Palace,0.0,1.0,1
Maison_Pickle,0.0,1.0,10
Mama_K_s_Soup_Salad,0.0,1.0,3
Mama_Tina_s_Pizza,0.0,1.0,1
Mama_s_Grill_Fried_Chicken_Inc,0.0,1.0,1
Mamma_s_Rita_Kitchen,0.0,1.0,1
Choza_Midtown,0.0,1.0,1
Chris_Bonney,0.0,1.0,1
Chu_Ros_Thai,0.0,1.0,1
Limon_Jungle_Empanadas,0.0,1.0,1
Lin_s_Chinese_Restaurant,0.0,1.0,1
Lincoln_Fried_Chicken,0.0,1.0,2
Lincoln_Gourmet_Deli,0.0,1.0,2
Liquiteria,0.0,1.0,2
Little_Caesars,0.0,1.0,3
Little_Gio_s_Pizza,0.0,1.0,1
Living_Thai,0.0,1.0,2
Local_Cafe_East,0.0,1.0,1
Los_Tacos_No_1,0.0,1.0,3
Los_Verdes_NY,0.0,1.0,4
Loverboy,0.0,1.0,3
Lucky_Plaza_Restaurant,0.0,1.0,1
Clinton_Street_Pizza,0.0,1.0,1
Donna_Margherita,0.0,1.0,1
Jade_Sixty_Asian_Steakhouse,0.0,1.0,1
Jamba_Juice,0.0,1.0,1
Jason_s_Cafe,0.0,1.0,1
Jerkyz,0.0,1.0,2
Jesus_Taco_Tex_Mex_Grill,0.0,1.0,1
Joe_Coffee_Company,0.0,1.0,3
Joey_S_Pepperoni_Pizza,0.0,1.0,3
Juice_Generation,0.0,1.0,1
Juice_Press,0.0,1.0,5
Junior_s_Tacos,0.0,1.0,3
Crispin_s,0.0,1.0,1
Crispy_Chicken_Restaurant,0.0,1.0,1
Crumbs_Bake_Shop,0.0,1.0,1
DZIVPLA_Polish_American_cuisine,0.0,1.0,1
D_antigua_Bar_Lounge,0.0,1.0,1
La_Embajada,0.0,1.0,1
La_Piccola_Cucina,0.0,1.0,39
La_Scala,0.0,1.0,1
Laduree,0.0,1.0,2
Latin_Beet_Kitchen,0.0,1.0,2
Lemon_Leaves,0.0,1.0,1
Lenita,0.0,1.0,1
Liberty_Links,0.0,1.0,1
Khatchapuri,0.0,1.0,1
Kodawari_Coffee,0.0,1.0,1
Koku_New_York_City,0.0,1.0,1
Kopi_Kopi_Flatiron,0.0,1.0,1
Korean_Ginseng_Corp,0.0,1.0,1
Krispy_Krunchy_Chicken,0.0,1.0,1
L_A_Gourmet_Deli,0.0,1.0,3
La_Bouchon,0.0,1.0,1
La_Chula_Tacos_Ceviches,0.0,1.0,5
La_Crepe_C_Est_Si_Bon,0.0,1.0,1
Cravings_Cafe,0.0,1.0,1
Crepe_Master,0.0,1.0,5
Jupioca_Drink,0.0,1.0,1
Del_Bove,0.0,1.0,1
Dill_Parsley,0.0,1.0,11
Just_baked_Nowakowski_est_1925,0.0,1.0,1
K_Burger,0.0,1.0,1
Kaffe_1668,0.0,1.0,1
Karahi_Indian_Cuisine,0.0,1.0,1
Katsu_Hama,0.0,1.0,1
Key_Food_Fresh,0.0,1.0,2
Daily_Soup_E_43rd_St,0.0,1.0,1
Dali_Market,0.0,1.0,3
Dan_and_John_s_Wings,0.0,1.0,10
Kfc,0.0,1.0,1
Kharian_Deli,0.0,1.0,1
Wicked_Spoon_Yogurt,0.0,1.0,1
787_Coffee_Co,0.0,1.0,1
88_Fusion,0.0,1.0,2
92nd_St_Cafe,0.0,1.0,1
Wrap_Roll_Grill,0.0,1.0,1
Wrap_Star,0.0,1.0,1
Xi_an_Famous_Foods,0.0,1.0,1
Xing_s_Chef,0.0,1.0,1
Xingxong,0.0,1.0,1
Yo_Sushi,0.0,1.0,1
Yu_Kitchen,0.0,1.0,2
Yumze_Food,0.0,1.0,1
Zadies,0.0,1.0,1
Zest_Ramen,0.0,1.0,1
Fino_Ristorante,0.0,1.0,1
All_American_Pancake_House,0.0,1.0,2
Alonzo_s_Restaurant,0.0,1.0,1
Ambizza_Cafe,0.0,1.0,1
Wakamba_Restaurant_Tavern,0.0,1.0,1
Walker_Luncheonette,0.0,1.0,1
White_Castle,0.0,1.0,1
A_Taste_of_Seafood_Express,0.0,1.0,1
Abbey_Tavern,0.0,1.0,2
Abcv,0.0,1.0,1
About_coffee,0.0,1.0,5
Ad_Lib,0.0,1.0,1
La_Contenta,0.01,0.99,74
Champion_Pizza,0.01,0.99,73
Pi_Greek_Bakerie,0.01,0.99,101
IL_Baretto,0.02,0.98,58
Skyline_Gourmet_Deli,0.02,0.98,90
Scruffy_Duffys,0.02,0.98,60
SakaMai,0.02,0.98,48
The_Horny_Ram,0.02,0.98,48
The_Wild_Son,0.02,0.98,53
Amish_Market_East,0.02,0.98,163
Excuse_My_French,0.02,0.98,48
Sticky_Rice,0.02,0.98,90
Vino_Levantino,0.02,0.98,57
Nano_Ecuadorian_Kitchen,0.03,0.97,92
Pegu_Club,0.03,0.97,39
Ponche_Taqueria_Cantina,0.03,0.97,72
Cardoncello_Divino,0.03,0.97,34
Il_Posto_Accanto,0.03,0.97,76
Naruto_Ramen,0.03,0.97,109
Mission_Ceviche,0.03,0.97,35
Jajaja,0.03,0.97,63
Kings_of_Kobe,0.03,0.97,30
Whiskey_Tavern,0.03,0.97,141
La_bonbonniere,0.03,0.97,117
Anytime,0.03,0.97,37
Trattoria_Italienne,0.03,0.97,63
Spunto_Thin_Crust_Pizza,0.03,0.97,64
Valhalla,0.03,0.97,100
Quantum_Leap_Natural_Food,0.03,0.97,131
Bread_Butter,0.04,0.96,90
Sacco_Pizza,0.04,0.96,116
Posto_Thin_Crust_Pizza,0.04,0.96,79
Le_Botaniste,0.04,0.96,67
Upstate,0.04,0.96,111
Food_Gallery_32,0.04,0.96,75
Thursday_Kitchen,0.04,0.96,55
Tribeca_Bagels,0.04,0.96,83
Fish_Cheeks,0.04,0.96,47
Giano_Restaurant,0.04,0.96,77
City_Sandwich,0.04,0.96,96
Amelie,0.04,0.96,346
Kashkaval_Garden,0.04,0.96,123
Morton_Williams_57th_St,0.04,0.96,158
Patiala_Indian_Grill,0.05,0.95,73
Cafe_Katja,0.05,0.95,96
Izakaya_NoMad,0.05,0.95,75
Margon,0.05,0.95,137
Kiss_My_Slice,0.05,0.95,101
Little_Beet_Table,0.05,0.95,114
Dunhill_Cafe_Caterers,0.05,0.95,88
Draught_55,0.05,0.95,92
Walker_s,0.05,0.95,61
Ear_Inn,0.05,0.95,182
Westville_Hudson,0.05,0.95,168
Corkbuzz,0.05,0.95,100
The_Pickle_Guys,0.05,0.95,94
Smithfield_Hall,0.05,0.95,104
BXL_East,0.05,0.95,92
Tavern_on_Jane,0.05,0.95,113
Hama_Japanese_Cuisine,0.05,0.95,127
Table_D_Hote,0.05,0.95,91
Fiat_Cafe,0.05,0.95,163
The_Junction,0.05,0.95,99
Harney_Sons_Soho,0.05,0.95,60
B_Side_Pizzeria,0.05,0.95,368
Pure_Thai_Cookhouse,0.06,0.94,1062
Hide_Chan_Ramen_Midtown_East,0.06,0.94,124
Norma,0.06,0.94,121
Cafe_Habana,0.06,0.94,437
Peacefood_Cafe,0.06,0.94,372
Cafe_Manhattan,0.06,0.94,116
Kiki_s,0.06,0.94,123
Deux_AMIS,0.06,0.94,124
Jimmy_s_Corner,0.06,0.94,416
Joe_Jr,0.06,0.94,63
Zen_Ramen_Sushi,0.06,0.94,109
Westville_West,0.06,0.94,139
Il_caffe_latte,0.06,0.94,68
Mudspot,0.06,0.94,90
Mokbar,0.06,0.94,99
Momosan_Ramen_Sake,0.06,0.94,414
Mont_Blanc_52,0.06,0.94,71
Caviar_Russe,0.06,0.94,105
Jacob_s_Pickles,0.06,0.94,829
Jacob_Restaurant,0.06,0.94,48
Club_A_Steakhouse,0.06,0.94,2951
Luzzo_s,0.06,0.94,217
Taim_West_Village,0.06,0.94,197
Taverna_di_Bacco,0.06,0.94,107
Beer_Culture,0.06,0.94,157
H_H_Bagels,0.06,0.94,112
Society_Cafe,0.06,0.94,64
Sofia_Wine_Bar_and_Cafe,0.06,0.94,95
Beecher_s_Handmade_Cheese,0.06,0.94,219
Speedy_Deli,0.06,0.94,105
Song_E_Napule,0.06,0.94,160
Sabai_Thai_Restaurant,0.06,0.94,53
Buenos_Aires,0.06,0.94,286
Risotteria_Melotti_NYC,0.06,0.94,100
Russ_Daughters,0.06,0.94,902
Russian_Vodka_Room,0.06,0.94,157
Ryan_Maguire_s_Bar_Restaurant,0.06,0.94,90
Beyond_Sushi,0.06,0.94,69
Saar_Indian_Bistro,0.06,0.94,62
The_Clam,0.06,0.94,145
Babbalucci,0.06,0.94,70
The_Drunken_Munkey,0.06,0.94,110
Bagel_Express,0.06,0.94,156
The_Jeffrey_Craft_Beer_Bar_and_Bites,0.06,0.94,86
Atera,0.06,0.94,142
Urban_Vegan_Kitchen,0.06,0.94,50
Vintry_Wine_and_Whiskey,0.06,0.94,65
Tree_Bistro,0.06,0.94,293
Asuka_Japanese_Fusion_Lounge,0.06,0.94,112
Tuscany_Steakhouse,0.06,0.94,78
VIV_Thai_Restaurant_and_Bar,0.06,0.94,221
Villa_Berulia,0.06,0.94,167
Wine_30,0.06,0.94,189
12_Chairs,0.06,0.94,190
ABA_Turkish_Restaurant,0.07,0.93,255
Little_Owl,0.07,0.93,1016
Wondee_Siam_I,0.07,0.93,109
Lusardi_s_Restaurant,0.07,0.93,125
Luigi_s_Gourmet_Pizza,0.07,0.93,171
El_Pote_Espanol,0.07,0.93,81
East_Harlem_Bottling_Company,0.07,0.93,27
Cuba,0.07,0.93,386
La_Lanterna_di_Vittorio,0.07,0.93,302
Vietnaam_Restaurant,0.07,0.93,94
Mr_Taka_Ramen,0.07,0.93,61
Urbanspace,0.07,0.93,315
Nick_s,0.07,0.93,223
At_Nine_Restaurant_Bar,0.07,0.93,106
Gigino_Trattoria,0.07,0.93,204
Caracas_Arepa_Bar,0.07,0.93,234
NY_Luncheonette,0.07,0.93,76
Top_Hops,0.07,0.93,75
NITTIS,0.07,0.93,57
L_Atelier_De_Joel_Robuchon,0.07,0.93,73
Cask_Bar_Kitchen,0.07,0.93,126
Paul_s_Da_Burger_Joint,0.07,0.93,132
Gotham_Pizza,0.07,0.93,216
Gradisca,0.07,0.93,110
Great_Northern_Food,0.07,0.93,138
The_Roxy_Lounge,0.07,0.93,127
Tomoe_Sushi,0.07,0.93,198
Keste_Pizza_Vino,0.07,0.93,717
Cafe_Mogador,0.07,0.93,395
Gnoccheria_by_Luzzo_s,0.07,0.93,42
Epistrophy,0.07,0.93,102
Timna,0.07,0.93,57
The_Three_Monkeys,0.07,0.93,544
Khe_Yo,0.07,0.93,149
Omai,0.07,0.93,110
Danji,0.07,0.93,365
Non_Solo_Piada,0.07,0.93,46
Pokeworks,0.07,0.93,102
Johny_s_Luncheonette,0.07,0.93,304
Deep_Indian_Kitchen,0.07,0.93,107
Philip_Marie_Restaurant,0.07,0.93,579
Her_Name_Is_Han,0.07,0.93,204
TBar,0.07,0.93,125
Il_Brigante,0.07,0.93,258
Sergimmo_Salumeria,0.07,0.93,108
Hummus_Kitchen,0.07,0.93,125
Blue_Ribbon_Federal_Grill,0.07,0.93,60
Blue_Ribbon_Brasserie,0.07,0.93,260
Fred_s,0.07,0.93,298
Coppola_s,0.07,0.93,145
Coppelia,0.07,0.93,353
Le_Gigot,0.07,0.93,165
Hummus_and_Pita_Co,0.07,0.93,76
Franchia_Vegan_Cafe,0.07,0.93,338
West_Bank_Cafe,0.07,0.93,340
Alfie_s,0.07,0.93,109
Rustic_Table,0.07,0.93,486
Hatsuhana_Sushi_Restaurant,0.07,0.93,281
